Unnamed: 0,Working_Year,Designation,Experience,Employment_Status,Salary_In_Rupees,Employee_Location,Company_Location,Company_Size,Remote_Working_Ratio,Salary_Currency,salary_in_usd,Salary_In_USD
,2023-01-01,Data Engineer,SE,FT,229000.0,US,US,M,0,USD,229000.0,229000.0
,2023-01-01,ML Engineer,SE,FT,229000.0,US,US,M,0,USD,229000.0,229000.0
,2023-01-01,Data Engineer,SE,FT,229000.0,US,US,M,0,USD,229000.0,229000.0
,2023-01-01,Data Scientist,SE,FT,228856.0,US,US,M,100,USD,228856.0,228856.0
,2023-01-01,Data Scientist,EX,FT,228856.0,GB,GB,M,100,USD,228856.0,228856.0
,2023-01-01,Data Scientist,EX,FT,228856.0,GB,GB,M,100,USD,228856.0,228856.0
,2023-01-01,Data Engineer,SE,FT,230000.0,US,US,M,0,USD,230000.0,230000.0
,2023-01-01,Data Scientist,SE,FT,225000.0,US,US,M,100,USD,225000.0,225000.0
,2023-01-01,Data Engineer,SE,FT,230000.0,US,US,M,0,USD,230000.0,230000.0
,2023-01-01,Machine Learning Engineer,SE,FT,230000.0,US,US,M,100,USD,230000.0,230000.0
,2023-01-01,Machine Learning Engineer,SE,FT,230000.0,US,US,M,0,USD,230000.0,230000.0
,2023-01-01,Data Engineer,SE,FT,230000.0,US,US,M,0,USD,230000.0,230000.0
,2023-01-01,Applied Scientist,SE,FT,230000.0,US,US,M,100,USD,230000.0,230000.0
,2023-01-01,Data Scientist,SE,FT,230000.0,US,US,M,100,USD,230000.0,230000.0
,2023-01-01,Applied Scientist,SE,FT,230000.0,US,US,M,100,USD,230000.0,230000.0
,2023-01-01,Machine Learning Engineer,SE,FT,230000.0,US,US,M,0,USD,230000.0,230000.0
,2023-01-01,Data Scientist,SE,FT,230000.0,US,US,M,100,USD,230000.0,230000.0
,2023-01-01,Applied Scientist,SE,FT,230000.0,US,US,M,100,USD,230000.0,230000.0
,2023-01-01,Data Scientist,MI,FT,230000.0,US,US,M,0,USD,230000.0,230000.0
,2023-01-01,Data Scientist,MI,FT,230000.0,US,US,M,0,USD,230000.0,230000.0
,2023-01-01,Data Scientist,MI,FT,230000.0,US,US,M,0,USD,230000.0,230000.0
,2023-01-01,Applied Scientist,SE,FT,230000.0,US,US,M,100,USD,230000.0,230000.0
,2023-01-01,Data Analyst,SE,FT,230000.0,US,US,M,100,USD,230000.0,230000.0
,2023-01-01,Data Scientist,MI,FT,230000.0,US,US,M,0,USD,230000.0,230000.0
,2023-01-01,Analytics Engineer,SE,FT,230000.0,GB,GB,M,100,USD,230000.0,230000.0
,2023-01-01,Data Scientist,SE,FT,230000.0,US,US,M,100,USD,230000.0,230000.0
,2023-01-01,Head of Data Science,EX,FT,230000.0,US,US,M,0,USD,230000.0,230000.0
,2023-01-01,Data Scientist,SE,FT,230000.0,US,US,M,100,USD,230000.0,230000.0
,2023-01-01,Data Scientist,SE,FT,233200.0,US,US,M,100,USD,233200.0,233200.0
,2023-01-01,Data Science Lead,MI,FT,225000.0,US,US,M,0,USD,225000.0,225000.0
,2023-01-01,Machine Learning Engineer,SE,FT,225000.0,US,US,M,0,USD,225000.0,225000.0
,2023-01-01,Applied Scientist,SE,FT,222200.0,US,US,L,0,USD,222200.0,222200.0
,2023-01-01,Applied Scientist,SE,FT,222200.0,US,US,L,0,USD,222200.0,222200.0
,2023-01-01,Applied Scientist,SE,FT,222200.0,US,US,L,0,USD,222200.0,222200.0
,2023-01-01,Data Architect,SE,FT,222000.0,US,US,M,100,USD,222000.0,222000.0
,2023-01-01,Data Architect,SE,FT,222000.0,US,US,M,0,USD,222000.0,222000.0
,2023-01-01,Data Engineer,SE,FT,222000.0,US,US,M,0,USD,222000.0,222000.0
,2023-01-01,Data Lead,EX,FT,222000.0,US,US,M,0,USD,222000.0,222000.0
,2023-01-01,Applied Scientist,SE,FT,222200.0,US,US,L,0,USD,222200.0,222200.0
,2023-01-01,Machine Learning Scientist,SE,FT,222000.0,US,US,M,0,USD,222000.0,222000.0
,2023-01-01,Data Scientist,SE,FT,222000.0,US,US,M,100,USD,222000.0,222000.0
,2023-01-01,Data Scientist,SE,FT,222000.0,US,US,M,100,USD,222000.0,222000.0
,2023-01-01,Machine Learning Scientist,SE,FT,222000.0,US,US,M,100,USD,222000.0,222000.0
,2023-01-01,Data Engineer,SE,FT,222000.0,US,US,M,100,USD,222000.0,222000.0
,2023-01-01,Data Architect,SE,FT,221800.0,US,US,M,100,USD,221800.0,221800.0
,2023-01-01,Data Engineer,SE,FT,221484.0,US,US,M,0,USD,221484.0,221484.0
,2023-01-01,Analytics Engineer,SE,FT,221300.0,US,US,M,100,USD,221300.0,221300.0
,2023-01-01,Data Scientist,SE,FT,222000.0,US,US,M,0,USD,222000.0,222000.0
,2023-01-01,Applied Scientist,SE,FT,222200.0,US,US,L,0,USD,222200.0,222200.0
,2023-01-01,Applied Scientist,SE,FT,222200.0,US,US,L,0,USD,222200.0,222200.0
,2023-01-01,Applied Scientist,SE,FT,222200.0,US,US,L,0,USD,222200.0,222200.0
,2023-01-01,Applied Scientist,SE,FT,222200.0,US,US,L,0,USD,222200.0,222200.0
,2023-01-01,Applied Scientist,MI,FT,222200.0,US,US,L,0,USD,222200.0,222200.0
,2023-01-01,Applied Scientist,MI,FT,222200.0,US,US,L,0,USD,222200.0,222200.0
,2023-01-01,Applied Scientist,MI,FT,222200.0,US,US,L,0,USD,222200.0,222200.0
,2023-01-01,Applied Scientist,SE,FT,222200.0,US,US,L,0,USD,222200.0,222200.0
,2023-01-01,Applied Scientist,SE,FT,222200.0,US,US,L,0,USD,222200.0,222200.0
,2023-01-01,Applied Scientist,SE,FT,222200.0,US,US,L,0,USD,222200.0,222200.0
,2023-01-01,Applied Scientist,SE,FT,222200.0,US,US,L,0,USD,222200.0,222200.0
,2023-01-01,Applied Scientist,SE,FT,222200.0,US,US,L,0,USD,222200.0,222200.0
,2023-01-01,Applied Scientist,SE,FT,222200.0,US,US,L,0,USD,222200.0,222200.0
,2023-01-01,Applied Scientist,SE,FT,222200.0,US,US,L,0,USD,222200.0,222200.0
,2023-01-01,Applied Scientist,SE,FT,222200.0,US,US,L,0,USD,222200.0,222200.0
,2023-01-01,Applied Scientist,SE,FT,222200.0,US,US,L,0,USD,222200.0,222200.0
,2023-01-01,Applied Scientist,SE,FT,222200.0,US,US,L,0,USD,222200.0,222200.0
,2023-01-01,Applied Scientist,SE,FT,222200.0,US,US,L,0,USD,222200.0,222200.0
,2023-01-01,Applied Scientist,SE,FT,222200.0,US,US,L,0,USD,222200.0,222200.0
,2023-01-01,Applied Scientist,SE,FT,222200.0,US,US,L,0,USD,222200.0,222200.0
,2023-01-01,Analytics Engineer,SE,FT,221300.0,US,US,M,0,USD,221300.0,221300.0
,2023-01-01,Applied Scientist,SE,FT,222200.0,US,US,L,0,USD,222200.0,222200.0
,2023-01-01,Analytics Engineer,SE,FT,221300.0,US,US,M,0,USD,221300.0,221300.0
,2023-01-01,Machine Learning Engineer,SE,FT,221000.0,US,US,M,0,USD,221000.0,221000.0
,2023-01-01,Research Engineer,MI,FT,220000.0,US,US,M,0,USD,220000.0,220000.0
,2023-01-01,ML Engineer,EN,FT,220000.0,US,US,M,0,USD,220000.0,220000.0
,2023-01-01,Data Scientist,EX,FT,220000.0,US,US,M,100,USD,220000.0,220000.0
,2023-01-01,Data Scientist,SE,FT,220000.0,US,US,M,0,USD,220000.0,220000.0
,2023-01-01,Data Scientist,SE,FT,220000.0,US,US,M,0,USD,220000.0,220000.0
,2023-01-01,Research Scientist,EX,FT,220000.0,US,US,M,0,USD,220000.0,220000.0
,2023-01-01,Machine Learning Engineer,SE,FT,220000.0,US,US,M,0,USD,220000.0,220000.0
,2023-01-01,Machine Learning Engineer,MI,FT,220000.0,US,US,M,0,USD,220000.0,220000.0
,2023-01-01,Data Science Engineer,SE,FT,220000.0,US,US,M,100,USD,220000.0,220000.0
,2023-01-01,Machine Learning Engineer,SE,FT,220000.0,UA,UA,M,100,USD,220000.0,220000.0
,2023-01-01,Data Engineer,EN,FT,220000.0,US,US,M,0,USD,220000.0,220000.0
,2023-01-01,Applied Scientist,SE,FT,220000.0,US,US,M,100,USD,220000.0,220000.0
,2023-01-01,Data Engineer,EN,FT,220000.0,US,US,M,0,USD,220000.0,220000.0
,2023-01-01,Machine Learning Infrastructure Engineer,SE,FT,220000.0,US,US,M,100,USD,220000.0,220000.0
,2023-01-01,Data Engineer,SE,FT,220000.0,US,US,M,0,USD,220000.0,220000.0
,2023-01-01,Machine Learning Engineer,SE,FT,220000.0,US,US,M,0,USD,220000.0,220000.0
,2023-01-01,Machine Learning Engineer,SE,FT,220000.0,US,US,M,0,USD,220000.0,220000.0
,2023-01-01,Machine Learning Engineer,MI,FT,220000.0,US,US,M,0,USD,220000.0,220000.0
,2023-01-01,Machine Learning Engineer,MI,FT,220000.0,US,US,M,0,USD,220000.0,220000.0
,2023-01-01,Machine Learning Engineer,MI,FT,220000.0,US,US,M,0,USD,220000.0,220000.0
,2023-01-01,Machine Learning Infrastructure Engineer,SE,FT,221000.0,US,US,M,0,USD,221000.0,221000.0
,2023-01-01,Machine Learning Engineer,SE,FT,221000.0,US,US,M,0,USD,221000.0,221000.0
,2023-01-01,Machine Learning Engineer,SE,FT,221000.0,US,US,M,0,USD,221000.0,221000.0
,2023-01-01,Analytics Engineer,EX,FT,221000.0,US,US,M,100,USD,221000.0,221000.0
,2023-01-01,Data Engineer,SE,FT,221000.0,US,US,M,0,USD,221000.0,221000.0
,2023-01-01,Data Scientist,MI,FT,220000.0,US,US,M,0,USD,220000.0,220000.0
,2023-01-01,Data Engineer,MI,FT,220000.0,CA,CA,M,100,USD,220000.0,220000.0
,2023-01-01,Data Product Manager,SE,FT,220000.0,US,US,M,0,USD,220000.0,220000.0
,2023-01-01,Machine Learning Engineer,SE,FT,220000.0,US,US,M,0,USD,220000.0,220000.0
,2023-01-01,Machine Learning Engineer,SE,FT,220000.0,US,US,M,0,USD,220000.0,220000.0
,2023-01-01,Data Scientist,SE,FT,220000.0,US,US,M,0,USD,220000.0,220000.0
,2023-01-01,Data Scientist,SE,FT,220000.0,US,US,M,100,USD,220000.0,220000.0
,2023-01-01,Research Scientist,MI,FT,220000.0,US,US,M,0,USD,220000.0,220000.0
,2023-01-01,Machine Learning Engineer,SE,FT,220000.0,US,US,M,0,USD,220000.0,220000.0
,2023-01-01,Data Engineer,MI,FT,220000.0,CA,CA,M,100,USD,220000.0,220000.0
,2023-01-01,AI Engineer,SE,FT,220000.0,US,US,M,0,USD,220000.0,220000.0
,2023-01-01,Data Scientist,MI,FT,220000.0,US,US,M,0,USD,220000.0,220000.0
,2023-01-01,Machine Learning Engineer,SE,FT,221000.0,US,US,M,0,USD,221000.0,221000.0
,2023-01-01,Applied Scientist,SE,FT,222200.0,US,US,L,0,USD,222200.0,222200.0
,2023-01-01,Applied Scientist,MI,FT,222200.0,US,US,L,0,USD,222200.0,222200.0
,2023-01-01,Applied Scientist,MI,FT,222200.0,US,US,L,0,USD,222200.0,222200.0
,2023-01-01,Data Scientist,SE,FT,225000.0,US,US,M,0,USD,225000.0,225000.0
,2023-01-01,Research Engineer,SE,FT,225000.0,FR,FR,M,0,USD,225000.0,225000.0
,2023-01-01,Machine Learning Engineer,SE,FT,225000.0,US,US,M,100,USD,225000.0,225000.0
,2023-01-01,Data Engineer,SE,FT,225000.0,US,US,M,0,USD,225000.0,225000.0
,2023-01-01,Director of Data Science,EX,FT,225000.0,US,US,M,100,USD,225000.0,225000.0
,2023-01-01,Applied Machine Learning Engineer,EX,FT,225000.0,US,US,M,100,USD,225000.0,225000.0
,2023-01-01,Business Intelligence Engineer,SE,FT,225000.0,US,US,M,0,USD,225000.0,225000.0
,2023-01-01,Business Intelligence Engineer,SE,FT,225000.0,US,US,M,0,USD,225000.0,225000.0
,2023-01-01,Data Engineer,SE,FT,225000.0,US,US,M,100,USD,225000.0,225000.0
,2023-01-01,Data Engineer,SE,FT,225000.0,US,US,M,0,USD,225000.0,225000.0
,2023-01-01,Data Scientist,SE,FT,225000.0,US,US,M,0,USD,225000.0,225000.0
,2023-01-01,Data Scientist,SE,FT,225000.0,US,US,M,0,USD,225000.0,225000.0
,2023-01-01,Data Scientist,SE,FT,225000.0,US,US,M,100,USD,225000.0,225000.0
,2023-01-01,Data Scientist,SE,FT,225000.0,US,US,M,0,USD,225000.0,225000.0
,2023-01-01,Data Scientist,SE,FT,225000.0,US,US,M,100,USD,225000.0,225000.0
,2023-01-01,Data Engineer,SE,FT,225000.0,US,US,M,0,USD,225000.0,225000.0
,2023-01-01,Data Scientist,SE,FT,225000.0,US,US,M,0,USD,225000.0,225000.0
,2023-01-01,Data Scientist,EX,FT,225000.0,US,US,M,0,USD,225000.0,225000.0
,2023-01-01,Business Intelligence Engineer,SE,FT,225000.0,US,US,M,0,USD,225000.0,225000.0
,2023-01-01,Data Scientist,SE,FT,225000.0,US,US,M,0,USD,225000.0,225000.0
,2023-01-01,Data Scientist,SE,FT,225000.0,US,US,M,0,USD,225000.0,225000.0
,2023-01-01,Research Engineer,SE,FT,225000.0,US,US,M,0,USD,225000.0,225000.0
,2023-01-01,Data Scientist,SE,FT,225000.0,US,US,M,0,USD,225000.0,225000.0
,2023-01-01,Business Intelligence Engineer,SE,FT,225000.0,US,US,M,0,USD,225000.0,225000.0
,2023-01-01,Business Intelligence Engineer,SE,FT,225000.0,US,US,M,0,USD,225000.0,225000.0
,2023-01-01,Data Scientist,SE,FT,225000.0,US,US,M,0,USD,225000.0,225000.0
,2023-01-01,Data Scientist,SE,FT,225000.0,US,US,M,0,USD,225000.0,225000.0
,2023-01-01,Data Scientist,SE,FT,225000.0,US,US,M,100,USD,225000.0,225000.0
,2023-01-01,Business Intelligence Engineer,SE,FT,225000.0,US,US,M,0,USD,225000.0,225000.0
,2023-01-01,Data Scientist,SE,FT,225000.0,US,US,M,0,USD,225000.0,225000.0
,2023-01-01,Data Scientist,SE,FT,225000.0,US,US,M,0,USD,225000.0,225000.0
,2023-01-01,Data Engineer,SE,FT,225000.0,US,US,M,0,USD,225000.0,225000.0
,2023-01-01,Data Scientist,SE,FT,225000.0,US,US,M,100,USD,225000.0,225000.0
,2023-01-01,Data Engineer,SE,FT,225000.0,US,US,M,0,USD,225000.0,225000.0
,2023-01-01,Business Intelligence Engineer,SE,FT,225000.0,US,US,M,0,USD,225000.0,225000.0
,2023-01-01,Data Scientist,SE,FT,225000.0,US,US,M,0,USD,225000.0,225000.0
,2023-01-01,Machine Learning Engineer,SE,FT,225000.0,FR,FR,M,0,USD,225000.0,225000.0
,2023-01-01,Data Scientist,SE,FT,225000.0,US,US,M,0,USD,225000.0,225000.0
,2023-01-01,Data Lead,SE,FT,225000.0,US,US,M,0,USD,225000.0,225000.0
,2023-01-01,Machine Learning Scientist,SE,FT,225000.0,US,US,M,100,USD,225000.0,225000.0
,2023-01-01,Machine Learning Engineer,SE,FT,224880.0,US,US,M,0,USD,224880.0,224880.0
,2023-01-01,Data Scientist,SE,FT,222750.0,US,US,M,0,USD,222750.0,222750.0
,2023-01-01,Machine Learning Engineer,SE,FT,222405.0,US,US,M,0,USD,222405.0,222405.0
,2023-01-01,Applied Scientist,MI,FT,222200.0,US,US,L,0,USD,222200.0,222200.0
,2023-01-01,Applied Scientist,MI,FT,222200.0,US,US,L,0,USD,222200.0,222200.0
,2023-01-01,Applied Scientist,MI,FT,222200.0,US,US,L,0,USD,222200.0,222200.0
,2023-01-01,Applied Scientist,MI,FT,222200.0,US,US,L,0,USD,222200.0,222200.0
,2023-01-01,Applied Scientist,MI,FT,222200.0,US,US,L,0,USD,222200.0,222200.0
,2023-01-01,Applied Scientist,MI,FT,222200.0,US,US,L,0,USD,222200.0,222200.0
,2023-01-01,Applied Scientist,MI,FT,222200.0,US,US,L,0,USD,222200.0,222200.0
,2023-01-01,Applied Scientist,MI,FT,222200.0,US,US,L,0,USD,222200.0,222200.0
,2023-01-01,Applied Scientist,SE,FT,222200.0,US,US,L,0,USD,222200.0,222200.0
,2023-01-01,Applied Scientist,SE,FT,222200.0,US,US,L,0,USD,222200.0,222200.0
,2023-01-01,Applied Scientist,SE,FT,222200.0,US,US,L,0,USD,222200.0,222200.0
,2023-01-01,Applied Scientist,SE,FT,222200.0,US,US,L,0,USD,222200.0,222200.0
,2023-01-01,Applied Scientist,SE,FT,222200.0,US,US,L,0,USD,222200.0,222200.0
,2023-01-01,Applied Scientist,SE,FT,222200.0,US,US,L,0,USD,222200.0,222200.0
,2023-01-01,Applied Scientist,MI,FT,222200.0,US,US,L,0,USD,222200.0,222200.0
,2023-01-01,Data Scientist,SE,FT,222800.0,US,US,M,0,USD,222800.0,222800.0
,2023-01-01,Business Intelligence Engineer,SE,FT,225000.0,US,US,M,0,USD,225000.0,225000.0
,2023-01-01,AI Engineer,SE,FT,223000.0,US,US,M,0,USD,223000.0,223000.0
,2023-01-01,Data Engineer,SE,FT,223250.0,US,US,M,0,USD,223250.0,223250.0
,2023-01-01,Data Scientist,SE,FT,224800.0,US,US,M,0,USD,224800.0,224800.0
,2023-01-01,Data Engineer,SE,FT,224500.0,US,US,M,0,USD,224500.0,224500.0
,2023-01-01,Machine Learning Researcher,MI,FT,224400.0,US,US,M,0,USD,224400.0,224400.0
,2023-01-01,Machine Learning Engineer,SE,FT,224400.0,US,US,M,0,USD,224400.0,224400.0
,2023-01-01,Data Scientist,SE,FT,224250.0,US,US,M,0,USD,224250.0,224250.0
,2023-01-01,Data Science Manager,SE,FT,224000.0,US,US,M,0,USD,224000.0,224000.0
,2023-01-01,Machine Learning Engineer,SE,FT,224000.0,US,US,M,0,USD,224000.0,224000.0
,2023-01-01,Data Scientist,SE,FT,224000.0,CA,CA,M,0,USD,224000.0,224000.0
,2023-01-01,Data Scientist,SE,FT,223800.0,US,US,M,0,USD,223800.0,223800.0
,2023-01-01,Data Scientist,SE,FT,223800.0,US,US,M,0,USD,223800.0,223800.0
,2023-01-01,Data Analyst,SE,FT,223602.0,US,US,M,0,USD,223602.0,223602.0
,2023-01-01,Data Science,MI,FT,223600.0,US,US,L,0,USD,223600.0,223600.0
,2023-01-01,Machine Learning Engineer,SE,FT,223600.0,US,US,L,0,USD,223600.0,223600.0
,2023-01-01,Machine Learning Engineer,SE,FT,223600.0,US,US,L,0,USD,223600.0,223600.0
,2023-01-01,Data Scientist,SE,FT,223400.0,US,US,M,100,USD,223400.0,223400.0
,2023-01-01,Data Scientist,SE,FT,223290.0,US,US,M,0,USD,223290.0,223290.0
,2023-01-01,Data Engineer,SE,FT,223250.0,US,US,M,0,USD,223250.0,223250.0
,2023-01-01,Data Analyst,SE,FT,223100.0,US,US,L,0,USD,223100.0,223100.0
,2023-01-01,Data Scientist,SE,FT,250830.0,US,US,M,0,USD,250830.0,250830.0
,2023-01-01,Data Scientist,SE,FT,233300.0,US,US,M,0,USD,233300.0,233300.0
,2023-01-01,Analytics Engineer,SE,FT,233400.0,US,US,M,100,USD,233400.0,233400.0
,2023-01-01,Business Intelligence Engineer,SE,FT,247500.0,US,US,M,0,USD,247500.0,247500.0
,2023-01-01,Machine Learning Engineer,SE,FT,247500.0,US,US,M,0,USD,247500.0,247500.0
,2023-01-01,Machine Learning Engineer,SE,FT,247500.0,US,US,M,0,USD,247500.0,247500.0
,2023-01-01,Machine Learning Engineer,SE,FT,247500.0,US,US,M,0,USD,247500.0,247500.0
,2023-01-01,Machine Learning Engineer,SE,FT,247500.0,US,US,M,0,USD,247500.0,247500.0
,2023-01-01,Machine Learning Engineer,SE,FT,247500.0,US,US,M,0,USD,247500.0,247500.0
,2023-01-01,Machine Learning Engineer,SE,FT,247500.0,US,US,M,0,USD,247500.0,247500.0
,2023-01-01,Machine Learning Engineer,SE,FT,247500.0,US,US,M,0,USD,247500.0,247500.0
,2023-01-01,Machine Learning Engineer,SE,FT,247500.0,US,US,M,0,USD,247500.0,247500.0
,2023-01-01,Machine Learning Engineer,SE,FT,247500.0,US,US,M,0,USD,247500.0,247500.0
,2023-01-01,Machine Learning Engineer,SE,FT,247500.0,US,US,M,0,USD,247500.0,247500.0
,2023-01-01,Data Science Lead,SE,FT,247500.0,US,US,M,0,USD,247500.0,247500.0
,2023-01-01,Data Engineer,SE,FT,247300.0,US,US,M,0,USD,247300.0,247300.0
,2023-01-01,Data Engineer,SE,FT,247300.0,US,US,M,0,USD,247300.0,247300.0
,2023-01-01,Data Engineer,SE,FT,247300.0,US,US,M,0,USD,247300.0,247300.0
,2023-01-01,MLOps Engineer,SE,FT,247300.0,US,US,M,0,USD,247300.0,247300.0
,2023-01-01,Machine Learning Engineer,SE,FT,247500.0,US,US,M,0,USD,247500.0,247500.0
,2023-01-01,Business Intelligence Engineer,SE,FT,247500.0,US,US,M,0,USD,247500.0,247500.0
,2023-01-01,Machine Learning Engineer,SE,FT,247500.0,US,US,M,0,USD,247500.0,247500.0
,2023-01-01,Business Intelligence Engineer,EX,FT,247500.0,US,US,M,0,USD,247500.0,247500.0
,2023-01-01,Research Scientist,SE,FT,247600.0,US,US,L,0,USD,247600.0,247600.0
,2023-01-01,Research Scientist,SE,FT,247600.0,US,US,L,0,USD,247600.0,247600.0
,2023-01-01,Data Scientist,SE,FT,247600.0,US,US,L,0,USD,247600.0,247600.0
,2023-01-01,Data Scientist,SE,FT,247600.0,US,US,L,0,USD,247600.0,247600.0
,2023-01-01,Machine Learning Engineer,SE,FT,247500.0,US,US,M,0,USD,247500.0,247500.0
,2023-01-01,Machine Learning Engineer,MI,FT,247500.0,US,US,M,0,USD,247500.0,247500.0
,2023-01-01,Machine Learning Engineer,MI,FT,247500.0,US,US,M,0,USD,247500.0,247500.0
,2023-01-01,Machine Learning Engineer,MI,FT,247500.0,US,US,M,0,USD,247500.0,247500.0
,2023-01-01,Head of Data,EX,FT,247500.0,US,US,M,0,USD,247500.0,247500.0
,2023-01-01,Head of Data,EX,FT,247500.0,US,US,M,0,USD,247500.0,247500.0
,2023-01-01,Machine Learning Engineer,SE,FT,247500.0,US,US,M,0,USD,247500.0,247500.0
,2023-01-01,Machine Learning Engineer,SE,FT,247500.0,US,US,M,0,USD,247500.0,247500.0
,2023-01-01,Machine Learning Engineer,SE,FT,247500.0,US,US,M,0,USD,247500.0,247500.0
,2023-01-01,Machine Learning Engineer,SE,FT,247500.0,US,US,M,0,USD,247500.0,247500.0
,2023-01-01,Business Intelligence Engineer,EX,FT,247500.0,US,US,M,0,USD,247500.0,247500.0
,2023-01-01,Machine Learning Engineer,SE,FT,247500.0,US,US,M,0,USD,247500.0,247500.0
,2023-01-01,Machine Learning Engineer,SE,FT,247500.0,US,US,M,0,USD,247500.0,247500.0
,2023-01-01,Data Engineer,SE,FT,247300.0,US,US,M,0,USD,247300.0,247300.0
,2023-01-01,Research Scientist,SE,FT,247600.0,US,US,L,0,USD,247600.0,247600.0
,2023-01-01,Data Engineer,SE,FT,247300.0,US,US,M,100,USD,247300.0,247300.0
,2023-01-01,Data Engineer,SE,FT,247300.0,US,US,M,0,USD,247300.0,247300.0
,2023-01-01,Data Science Manager,SE,FT,245100.0,US,US,M,0,USD,245100.0,245100.0
,2023-01-01,Data Science Manager,SE,FT,245100.0,US,US,M,0,USD,245100.0,245100.0
,2023-01-01,Data Science Manager,SE,FT,245100.0,US,US,M,0,USD,245100.0,245100.0
,2023-01-01,Data Scientist,MI,FT,245000.0,US,US,M,0,USD,245000.0,245000.0
,2023-01-01,Data Engineer,SE,FT,245000.0,US,US,M,100,USD,245000.0,245000.0
,2023-01-01,Data Science,SE,FT,245000.0,US,US,M,0,USD,245000.0,245000.0
,2023-01-01,Data Scientist,SE,FT,245000.0,US,US,M,0,USD,245000.0,245000.0
,2023-01-01,Data Science Manager,SE,FT,245100.0,US,US,M,0,USD,245100.0,245100.0
,2023-01-01,Data Scientist,SE,FT,245000.0,US,US,M,100,USD,245000.0,245000.0
,2023-01-01,Data Engineer,SE,FT,245000.0,US,US,M,0,USD,245000.0,245000.0
,2023-01-01,Data Scientist,SE,FT,245000.0,US,US,M,0,USD,245000.0,245000.0
,2023-01-01,Research Engineer,SE,FT,245000.0,US,US,M,0,USD,245000.0,245000.0
,2023-01-01,Research Engineer,SE,FT,245000.0,US,US,M,0,USD,245000.0,245000.0
,2023-01-01,Analytics Engineer,SE,FT,245000.0,US,US,M,100,USD,245000.0,245000.0
,2023-01-01,Data Engineer,SE,FT,245000.0,US,US,M,100,USD,245000.0,245000.0
,2023-01-01,ML Engineer,SE,FT,245000.0,US,US,M,100,USD,245000.0,245000.0
,2023-01-01,Data Scientist,SE,FT,245000.0,US,US,M,0,USD,245000.0,245000.0
,2023-01-01,Data Science Manager,SE,FT,245100.0,US,US,M,0,USD,245100.0,245100.0
,2023-01-01,Data Science Manager,SE,FT,245100.0,US,US,M,0,USD,245100.0,245100.0
,2023-01-01,Data Science Manager,SE,FT,245100.0,US,US,M,0,USD,245100.0,245100.0
,2023-01-01,Data Engineer,SE,FT,247300.0,US,US,M,0,USD,247300.0,247300.0
,2023-01-01,Data Engineer,SE,FT,247300.0,US,US,M,0,USD,247300.0,247300.0
,2023-01-01,Data Engineer,SE,FT,247300.0,US,US,M,0,USD,247300.0,247300.0
,2023-01-01,Data Engineer,SE,FT,247300.0,US,US,M,0,USD,247300.0,247300.0
,2023-01-01,Data Engineer,SE,FT,247300.0,US,US,M,0,USD,247300.0,247300.0
,2023-01-01,Data Engineer,SE,FT,247300.0,US,US,M,100,USD,247300.0,247300.0
,2023-01-01,Data Engineer,SE,FT,247300.0,US,US,M,0,USD,247300.0,247300.0
,2023-01-01,ML Engineer,SE,FT,247250.0,US,US,M,0,USD,247250.0,247250.0
,2023-01-01,Research Scientist,SE,FT,247250.0,US,US,M,0,USD,247250.0,247250.0
,2023-01-01,Data Engineer,SE,FT,247250.0,US,US,M,0,USD,247250.0,247250.0
,2023-01-01,Machine Learning Infrastructure Engineer,SE,FT,247000.0,US,US,M,100,USD,247000.0,247000.0
,2023-01-01,Director of Data Science,EX,FT,247000.0,US,US,M,100,USD,247000.0,247000.0
,2023-01-01,Applied Scientist,SE,FT,246500.0,US,US,M,0,USD,246500.0,246500.0
,2023-01-01,Machine Learning Engineer,SE,FT,245700.0,US,US,M,0,USD,245700.0,245700.0
,2023-01-01,Machine Learning Engineer,SE,FT,245700.0,US,US,M,0,USD,245700.0,245700.0
,2023-01-01,Machine Learning Engineer,SE,FT,245700.0,US,US,M,0,USD,245700.0,245700.0
,2023-01-01,Data Science Manager,SE,FT,245100.0,US,US,M,0,USD,245100.0,245100.0
,2023-01-01,Data Engineer,SE,FT,247300.0,US,US,M,0,USD,247300.0,247300.0
,2023-01-01,Research Scientist,SE,FT,247600.0,US,US,L,0,USD,247600.0,247600.0
,2023-01-01,Data Engineer,SE,FT,248000.0,US,US,M,0,USD,248000.0,248000.0
,2023-01-01,Research Scientist,SE,FT,248100.0,US,US,M,0,USD,248100.0,248100.0
,2023-01-01,Data Engineer,EX,FT,250000.0,US,US,M,0,USD,250000.0,250000.0
,2023-01-01,Machine Learning Engineer,SE,FT,250000.0,US,US,M,0,USD,250000.0,250000.0
,2023-01-01,Data Scientist,MI,FT,250000.0,US,US,M,0,USD,250000.0,250000.0
,2023-01-01,Data Engineer,SE,FT,250000.0,US,US,M,0,USD,250000.0,250000.0
,2023-01-01,Data Analyst,MI,FT,250000.0,US,US,M,0,USD,250000.0,250000.0
,2023-01-01,Data Engineer,MI,FT,250000.0,US,US,M,0,USD,250000.0,250000.0
,2023-01-01,Machine Learning Engineer,SE,FT,250000.0,US,US,M,0,USD,250000.0,250000.0
,2023-01-01,Data Engineer,MI,FT,250000.0,US,US,M,0,USD,250000.0,250000.0
