Unnamed: 0,Working_Year,Designation,Experience,Employment_Status,Salary_In_Rupees,Employee_Location,Company_Location,Company_Size,Remote_Working_Ratio,Salary_Currency,salary_in_usd,Salary_In_USD
,2023-01-01,ML Engineer,MI,FT,85000.0,US,US,M,100,USD,85000.0,85000.0
,2023-01-01,Data Architect,SE,FT,85000.0,GB,GB,M,0,GBP,104584.0,85000.0
,2023-01-01,Data Analyst,MI,FT,85000.0,US,US,M,0,USD,85000.0,85000.0
,2023-01-01,Data Analyst,SE,FT,85000.0,US,US,M,0,USD,85000.0,85000.0
,2023-01-01,Data Strategist,MI,FT,85000.0,US,US,M,0,USD,85000.0,85000.0
,2023-01-01,Data Integration Specialist,EN,FT,85000.0,CA,CA,M,0,USD,85000.0,85000.0
,2023-01-01,Data Analyst,SE,FT,85000.0,US,US,M,100,USD,85000.0,85000.0
,2023-01-01,Data Integration Specialist,EN,FT,85000.0,CA,CA,M,0,USD,85000.0,85000.0
,2023-01-01,Data Engineer,EN,FT,85000.0,US,US,M,0,USD,85000.0,85000.0
,2023-01-01,Data Engineer,SE,FT,85000.0,US,US,M,0,USD,85000.0,85000.0
,2023-01-01,Data Analyst,MI,FT,85000.0,US,US,M,0,USD,85000.0,85000.0
,2023-01-01,Data Analyst,MI,FT,85000.0,US,US,M,0,USD,85000.0,85000.0
,2023-01-01,Data Analytics Lead,SE,FT,84000.0,US,US,M,0,USD,84000.0,84000.0
,2023-01-01,Machine Learning Engineer,MI,FT,84000.0,VN,VN,M,100,USD,84000.0,84000.0
,2023-01-01,Data Engineer,SE,FT,84000.0,US,US,M,100,USD,84000.0,84000.0
,2023-01-01,Analytics Engineer,MI,FT,84000.0,US,US,M,100,USD,84000.0,84000.0
,2023-01-01,Data Engineer,SE,FT,84000.0,US,US,M,100,USD,84000.0,84000.0
,2023-01-01,Analytics Engineer,EN,FT,84000.0,US,US,M,0,USD,84000.0,84000.0
,2023-01-01,Analytics Engineer,SE,FT,84000.0,US,US,M,0,USD,84000.0,84000.0
,2023-01-01,Data Analyst,SE,FT,84400.0,US,US,M,0,USD,84400.0,84400.0
,2023-01-01,Data Analyst,SE,FT,84000.0,CO,CO,M,100,USD,84000.0,84000.0
,2023-01-01,Data Scientist,SE,FT,84000.0,US,US,M,100,USD,84000.0,84000.0
,2023-01-01,Data Engineer,SE,FT,83913.0,DE,DE,M,100,EUR,90599.0,83913.0
,2023-01-01,Data Science Practitioner,SE,FT,83900.0,US,US,M,0,USD,83900.0,83900.0
,2023-01-01,Data Engineer,MI,FT,83900.0,US,US,M,0,USD,83900.0,83900.0
,2023-01-01,Data Visualization Specialist,SE,FT,83900.0,US,US,M,0,USD,83900.0,83900.0
,2023-01-01,Data Visualization Engineer,SE,FT,83900.0,US,US,M,0,USD,83900.0,83900.0
,2023-01-01,Data Science Practitioner,SE,FT,83900.0,US,US,M,0,USD,83900.0,83900.0
,2023-01-01,Data Scientist,SE,FT,84000.0,US,US,M,100,USD,84000.0,84000.0
,2023-01-01,Research Scientist,MI,FT,84570.0,GB,GB,M,0,GBP,104055.0,84570.0
,2023-01-01,Business Intelligence Engineer,SE,FT,84600.0,US,US,M,100,USD,84600.0,84600.0
,2023-01-01,Data Science Lead,SE,FT,84700.0,US,US,M,0,USD,84700.0,84700.0
,2023-01-01,Data Analytics Specialist,SE,FT,85000.0,US,US,M,0,USD,85000.0,85000.0
,2023-01-01,Data Engineer,MI,FT,85000.0,GB,GB,M,0,GBP,104584.0,85000.0
,2023-01-01,Data Analyst,EN,FT,85000.0,US,US,M,100,USD,85000.0,85000.0
,2023-01-01,Data Analyst,SE,FT,85000.0,US,US,M,100,USD,85000.0,85000.0
,2023-01-01,Data Analyst,SE,FT,85000.0,US,US,M,0,USD,85000.0,85000.0
,2023-01-01,Data Analyst,EN,FT,85000.0,US,US,M,100,USD,85000.0,85000.0
,2023-01-01,Research Scientist,MI,FT,85000.0,US,US,M,0,USD,85000.0,85000.0
,2023-01-01,Data Engineer,SE,FT,85000.0,US,US,M,100,USD,85000.0,85000.0
,2023-01-01,Data Analyst,SE,FT,85000.0,US,US,M,0,USD,85000.0,85000.0
,2023-01-01,Data Analyst,SE,FT,84870.0,US,US,M,0,USD,84870.0,84870.0
,2023-01-01,Data Analyst,SE,FT,84870.0,US,US,M,0,USD,84870.0,84870.0
,2023-01-01,Data Analyst,SE,FT,84870.0,US,US,M,0,USD,84870.0,84870.0
,2023-01-01,Data Analyst,SE,FT,84870.0,US,US,M,0,USD,84870.0,84870.0
,2023-01-01,Data Engineer,SE,FT,84800.0,US,US,M,0,USD,84800.0,84800.0
,2023-01-01,Data Engineer,SE,FT,84800.0,US,US,M,0,USD,84800.0,84800.0
,2023-01-01,Data Science,SE,FT,84750.0,US,US,M,0,USD,84750.0,84750.0
,2023-01-01,Business Intelligence Analyst,SE,FT,84750.0,US,US,M,0,USD,84750.0,84750.0
,2023-01-01,Data Analyst,EN,FT,85000.0,US,US,M,100,USD,85000.0,85000.0
,2023-01-01,AI Engineer,SE,FT,83900.0,US,US,M,0,USD,83900.0,83900.0
,2023-01-01,Data Product Owner,MI,FT,85000.0,GB,GB,M,0,GBP,104584.0,85000.0
,2023-01-01,Data Analyst,EN,FT,85000.0,US,US,M,100,USD,85000.0,85000.0
,2023-01-01,Data Analyst,MI,FT,87500.0,US,US,M,100,USD,87500.0,87500.0
,2023-01-01,Data Specialist,MI,FT,87500.0,US,US,M,100,USD,87500.0,87500.0
,2023-01-01,Business Intelligence Analyst,MI,FT,87500.0,US,US,M,100,USD,87500.0,87500.0
,2023-01-01,Data Specialist,MI,FT,87500.0,US,US,M,100,USD,87500.0,87500.0
,2023-01-01,Data Analyst,SE,FT,87500.0,US,US,M,0,USD,87500.0,87500.0
,2023-01-01,Research Analyst,SE,FT,87400.0,US,US,M,0,USD,87400.0,87400.0
,2023-01-01,Data Scientist,MI,FT,87300.0,US,US,M,100,USD,87300.0,87300.0
,2023-01-01,Data Analyst,MI,FT,87500.0,US,US,M,100,USD,87500.0,87500.0
,2023-01-01,BI Analyst,SE,FT,87200.0,US,US,M,100,USD,87200.0,87200.0
,2023-01-01,Analytics Engineer,SE,FT,87000.0,US,US,M,0,USD,87000.0,87000.0
,2023-01-01,Data Analyst,SE,FT,87000.0,US,US,M,100,USD,87000.0,87000.0
,2023-01-01,Machine Learning Engineer,MI,FT,87000.0,US,US,M,0,USD,87000.0,87000.0
,2023-01-01,Data Specialist,SE,FT,86900.0,US,US,M,0,USD,86900.0,86900.0
,2023-01-01,Data Analyst,SE,FT,86720.0,US,US,M,100,USD,86720.0,86720.0
,2023-01-01,Data Scientist,SE,FT,86700.0,US,US,L,0,USD,86700.0,86700.0
,2023-01-01,Data Analyst,SE,FT,86600.0,US,US,M,100,USD,86600.0,86600.0
,2023-01-01,Data Engineer,SE,FT,87000.0,CA,CA,M,0,USD,87000.0,87000.0
,2023-01-01,Data Analyst,MI,FT,87500.0,US,US,M,100,USD,87500.0,87500.0
,2023-01-01,Data Analyst,EX,FT,87500.0,US,US,M,0,USD,87500.0,87500.0
,2023-01-01,Data Engineer,SE,FT,87570.0,US,US,M,0,USD,87570.0,87570.0
,2023-01-01,Data Engineer,MI,FT,89600.0,GB,GB,M,0,GBP,110244.0,89600.0
,2023-01-01,Business Intelligence Engineer,MI,FT,89500.0,US,US,M,100,USD,89500.0,89500.0
,2023-01-01,Data Engineer,SE,FT,89246.0,US,US,M,100,USD,89246.0,89246.0
,2023-01-01,Data Analyst,SE,FT,89100.0,US,US,M,100,USD,89100.0,89100.0
,2023-01-01,Data Analyst,EN,FT,89030.0,US,US,M,0,USD,89030.0,89030.0
,2023-01-01,Data Analyst,SE,FT,89000.0,US,US,M,0,USD,89000.0,89000.0
,2023-01-01,Data Scientist,SE,FT,88600.0,US,US,M,0,USD,88600.0,88600.0
,2023-01-01,Data Analyst,EN,FT,88200.0,US,US,M,100,USD,88200.0,88200.0
,2023-01-01,Data Analyst,SE,FT,88052.0,US,US,M,100,USD,88052.0,88052.0
,2023-01-01,Data DevOps Engineer,MI,FT,88000.0,DE,DE,L,50,EUR,95012.0,88000.0
,2023-01-01,Data Engineer,EN,FT,88000.0,US,US,M,0,USD,88000.0,88000.0
,2023-01-01,Data Engineer,MI,FT,88000.0,CO,CO,M,0,USD,88000.0,88000.0
,2023-01-01,Data Analyst,SE,FT,88000.0,US,US,M,100,USD,88000.0,88000.0
,2023-01-01,Data Engineer,MI,FT,88000.0,CO,CO,M,0,USD,88000.0,88000.0
,2023-01-01,Data Analyst,MI,FT,88000.0,US,US,M,0,USD,88000.0,88000.0
,2023-01-01,Data Engineer,SE,FT,87980.0,US,US,M,0,USD,87980.0,87980.0
,2023-01-01,Data Engineer,SE,FT,87980.0,US,US,M,0,USD,87980.0,87980.0
,2023-01-01,Data Scientist,MI,FT,86600.0,US,US,M,100,USD,86600.0,86600.0
,2023-01-01,Data Scientist,EN,FT,85000.0,US,US,M,0,USD,85000.0,85000.0
,2023-01-01,AI Engineer,SE,FT,86500.0,US,US,M,0,USD,86500.0,86500.0
,2023-01-01,Data Analyst,SE,FT,86466.0,US,US,M,100,USD,86466.0,86466.0
,2023-01-01,Data Scientist,EN,FT,85600.0,US,US,M,0,USD,85600.0,85600.0
,2023-01-01,Analytics Engineer,SE,FT,85500.0,US,US,M,0,USD,85500.0,85500.0
,2023-01-01,Data Developer,SE,FT,85500.0,US,US,M,0,USD,85500.0,85500.0
,2023-01-01,Data Analyst,SE,FT,85500.0,US,US,M,0,USD,85500.0,85500.0
,2023-01-01,Data Analyst,SE,FT,85500.0,US,US,M,0,USD,85500.0,85500.0
,2023-01-01,Data Analyst,SE,FT,85500.0,US,US,M,0,USD,85500.0,85500.0
,2023-01-01,Research Engineer,MI,FT,85445.0,US,US,M,0,USD,85445.0,85445.0
,2023-01-01,BI Developer,EN,FT,85600.0,US,US,M,0,USD,85600.0,85600.0
,2023-01-01,Research Engineer,MI,FT,85445.0,US,US,M,0,USD,85445.0,85445.0
,2023-01-01,Data Analyst,EN,FT,85256.0,US,US,M,0,USD,85256.0,85256.0
,2023-01-01,Data Analyst,MI,FT,85000.0,US,US,M,0,USD,85000.0,85000.0
,2023-01-01,Data Analyst,MI,FT,85000.0,US,US,M,0,USD,85000.0,85000.0
,2023-01-01,Data Specialist,MI,FT,85000.0,US,US,M,0,USD,85000.0,85000.0
,2023-01-01,Data Analyst,MI,FT,85000.0,US,US,M,0,USD,85000.0,85000.0
,2023-01-01,Business Intelligence Analyst,EN,FT,85000.0,US,US,M,0,USD,85000.0,85000.0
,2023-01-01,Data Analyst,MI,FT,85000.0,US,US,M,100,USD,85000.0,85000.0
,2023-01-01,Data Engineer,MI,FT,85300.0,CA,CA,M,0,USD,85300.0,85300.0
,2023-01-01,Data Manager,EN,FT,85600.0,US,US,M,0,USD,85600.0,85600.0
,2023-01-01,Data Analyst,SE,FT,85700.0,US,US,M,0,USD,85700.0,85700.0
,2023-01-01,Data Analyst,SE,FT,85700.0,US,US,M,0,USD,85700.0,85700.0
,2023-01-01,Data Analyst,MI,FT,86400.0,US,US,M,0,USD,86400.0,86400.0
,2023-01-01,Data Engineer,SE,FT,86250.0,US,US,M,0,USD,86250.0,86250.0
,2023-01-01,BI Analyst,MI,FT,86100.0,US,US,M,0,USD,86100.0,86100.0
,2023-01-01,Data Engineer,MI,FT,86000.0,US,US,M,100,USD,86000.0,86000.0
,2023-01-01,Data Science,SE,FT,86000.0,US,US,M,0,USD,86000.0,86000.0
,2023-01-01,Data Scientist,MI,FT,86000.0,US,US,M,0,USD,86000.0,86000.0
,2023-01-01,Data Analyst,EN,FT,86000.0,US,US,M,0,USD,86000.0,86000.0
,2023-01-01,Data Strategist,SE,FT,86000.0,US,US,M,0,USD,86000.0,86000.0
,2023-01-01,Data Analyst,EN,FT,86000.0,US,US,M,0,USD,86000.0,86000.0
,2023-01-01,Data Strategist,SE,FT,86000.0,US,US,M,0,USD,86000.0,86000.0
,2023-01-01,Data Strategist,SE,FT,86000.0,US,US,M,0,USD,86000.0,86000.0
,2023-01-01,Data Strategist,SE,FT,86000.0,US,US,M,0,USD,86000.0,86000.0
,2023-01-01,Data Manager,SE,FT,86000.0,US,US,M,100,USD,86000.0,86000.0
,2023-01-01,Data Engineer,MI,FT,85800.0,US,US,M,0,USD,85800.0,85800.0
,2023-01-01,Data Analyst,SE,FT,85700.0,US,US,M,0,USD,85700.0,85700.0
,2023-01-01,Data Analyst,SE,FT,85700.0,US,US,M,0,USD,85700.0,85700.0
,2023-01-01,Data Analyst,SE,FT,85700.0,US,US,M,0,USD,85700.0,85700.0
,2023-01-01,Data Analyst,EN,FT,86500.0,US,US,L,0,USD,86500.0,86500.0
,2023-01-01,AI Engineer,SE,FT,83900.0,US,US,M,0,USD,83900.0,83900.0
,2023-01-01,Data Analyst,SE,FT,83700.0,US,US,M,100,USD,83700.0,83700.0
,2023-01-01,Data Engineer,MI,FT,83500.0,US,US,M,0,USD,83500.0,83500.0
,2023-01-01,Data Manager,EX,FT,80000.0,US,US,M,0,USD,80000.0,80000.0
,2023-01-01,Data Analyst,SE,FT,80000.0,US,US,M,0,USD,80000.0,80000.0
,2023-01-01,Data Analyst,SE,FT,80000.0,US,US,M,0,USD,80000.0,80000.0
,2023-01-01,Data Manager,EX,FT,80000.0,US,US,M,0,USD,80000.0,80000.0
,2023-01-01,Data Analyst,SE,FT,80000.0,US,US,M,100,USD,80000.0,80000.0
,2023-01-01,Data Engineer,SE,FT,80000.0,GB,GB,M,0,GBP,98432.0,80000.0
,2023-01-01,Data Analyst,SE,FT,80000.0,US,US,M,100,USD,80000.0,80000.0
,2023-01-01,Data Manager,EX,FT,80000.0,US,US,M,0,USD,80000.0,80000.0
,2023-01-01,Data Manager,MI,FT,80000.0,US,US,M,0,USD,80000.0,80000.0
,2023-01-01,Data Analyst,MI,FT,80000.0,US,US,M,0,USD,80000.0,80000.0
,2023-01-01,Data Analyst,MI,FT,80000.0,US,US,M,100,USD,80000.0,80000.0
,2023-01-01,Data Scientist,MI,FT,80000.0,GB,GB,M,0,GBP,98432.0,80000.0
,2023-01-01,Data Analyst,MI,FT,80000.0,US,US,M,100,USD,80000.0,80000.0
,2023-01-01,Data Engineer,EX,FT,80000.0,GB,GB,M,0,GBP,98432.0,80000.0
,2023-01-01,BI Developer,SE,FT,80000.0,GB,GB,M,0,GBP,98432.0,80000.0
,2023-01-01,Data Analyst,MI,FT,80000.0,US,US,M,0,USD,80000.0,80000.0
,2023-01-01,Data Manager,SE,FT,80000.0,US,US,M,0,USD,80000.0,80000.0
,2023-01-01,Machine Learning Engineer,SE,FT,80000.0,US,US,M,0,USD,80000.0,80000.0
,2023-01-01,Data Analyst,EN,FT,80000.0,US,US,M,0,USD,80000.0,80000.0
,2023-01-01,Research Analyst,MI,FT,80000.0,US,US,M,0,USD,80000.0,80000.0
,2023-01-01,Data Science,MI,FT,80000.0,US,US,M,0,USD,80000.0,80000.0
,2023-01-01,Research Engineer,SE,FT,80000.0,US,US,M,0,USD,80000.0,80000.0
,2023-01-01,Research Engineer,MI,FT,80000.0,US,US,M,0,USD,80000.0,80000.0
,2023-01-01,BI Developer,MI,FT,80000.0,US,US,M,100,USD,80000.0,80000.0
,2023-01-01,Data Scientist,EN,FT,80000.0,US,US,M,0,USD,80000.0,80000.0
,2023-01-01,Business Intelligence Analyst,EN,FT,80000.0,US,US,M,0,USD,80000.0,80000.0
,2023-01-01,Data Analyst,EN,FT,80000.0,US,US,M,100,USD,80000.0,80000.0
,2023-01-01,Data Analyst,SE,FT,80000.0,PL,PL,M,100,USD,80000.0,80000.0
,2023-01-01,Data Analyst,MI,FT,80000.0,US,US,M,100,USD,80000.0,80000.0
,2023-01-01,Business Intelligence Analyst,SE,FT,80000.0,US,US,M,100,USD,80000.0,80000.0
,2023-01-01,Data Specialist,MI,FT,80000.0,US,US,M,0,USD,80000.0,80000.0
,2023-01-01,Data Analyst,MI,FT,80000.0,US,US,M,100,USD,80000.0,80000.0
,2023-01-01,Data Scientist,SE,FT,80000.0,US,US,M,100,USD,80000.0,80000.0
,2023-01-01,Analytics Engineer,SE,FT,80000.0,US,US,M,100,USD,80000.0,80000.0
,2023-01-01,Data Analyst,EN,FT,80000.0,US,US,M,0,USD,80000.0,80000.0
,2023-01-01,Machine Learning Engineer,SE,FT,80000.0,US,US,M,0,USD,80000.0,80000.0
,2023-01-01,Business Intelligence Analyst,SE,FT,80000.0,US,US,M,0,USD,80000.0,80000.0
,2023-01-01,Data Analyst,MI,FT,80000.0,US,US,M,100,USD,80000.0,80000.0
,2023-01-01,Research Analyst,EN,FT,80000.0,US,US,M,0,USD,80000.0,80000.0
,2023-01-01,Data Lead,SE,FT,80000.0,US,US,M,0,USD,80000.0,80000.0
,2023-01-01,Data Engineer,SE,FT,80000.0,DE,SE,L,100,EUR,86374.0,80000.0
,2023-01-01,Data Analyst,SE,FT,80000.0,US,US,M,0,USD,80000.0,80000.0
,2023-01-01,Data Quality Analyst,SE,FT,80000.0,US,US,M,0,USD,80000.0,80000.0
,2023-01-01,Data Specialist,MI,FT,80000.0,US,US,M,0,USD,80000.0,80000.0
,2023-01-01,Data Analyst,SE,FT,80000.0,US,US,M,0,USD,80000.0,80000.0
,2023-01-01,Data Analyst,SE,FT,80000.0,US,US,M,100,USD,80000.0,80000.0
,2023-01-01,Data Analyst,SE,FT,80000.0,US,US,M,100,USD,80000.0,80000.0
,2023-01-01,AI Developer,EN,FT,80000.0,SE,SE,M,50,USD,80000.0,80000.0
,2023-01-01,Data Quality Analyst,SE,FT,80000.0,US,US,M,0,USD,80000.0,80000.0
,2023-01-01,Data Analyst,MI,FT,80000.0,GB,GB,M,0,GBP,98432.0,80000.0
,2023-01-01,Data Engineer,SE,FT,80000.0,US,US,M,0,USD,80000.0,80000.0
,2023-01-01,Data Analyst,SE,FT,80000.0,US,US,S,100,USD,80000.0,80000.0
,2023-01-01,Data Analyst,MI,FT,80000.0,US,US,M,0,USD,80000.0,80000.0
,2023-01-01,Data Analyst,SE,FT,80000.0,US,US,M,0,USD,80000.0,80000.0
,2023-01-01,Machine Learning Engineer,MI,FT,80000.0,GB,GB,M,0,GBP,98432.0,80000.0
,2023-01-01,Data Analyst,MI,FT,80000.0,US,US,M,0,USD,80000.0,80000.0
,2023-01-01,Data Analyst,MI,FT,80000.0,US,US,M,0,USD,80000.0,80000.0
,2023-01-01,Research Engineer,SE,FT,80000.0,DE,DE,S,100,EUR,86374.0,80000.0
,2023-01-01,Principal Data Scientist,SE,FT,80000.0,ES,ES,L,100,EUR,86374.0,80000.0
,2023-01-01,Data Engineer,SE,FT,80000.0,AR,AR,M,100,USD,80000.0,80000.0
,2023-01-01,Analytics Engineer,SE,FT,80000.0,CA,CA,M,100,USD,80000.0,80000.0
,2023-01-01,Data Analyst,MI,FT,80000.0,US,US,M,0,USD,80000.0,80000.0
,2023-01-01,Data Architect,SE,FT,80000.0,US,US,M,0,USD,80000.0,80000.0
,2023-01-01,Data Engineer,EN,FT,80000.0,US,US,M,0,USD,80000.0,80000.0
,2023-01-01,Data Engineer,EN,FT,80000.0,US,US,M,0,USD,80000.0,80000.0
,2023-01-01,Data Analyst,MI,FT,80000.0,US,US,M,100,USD,80000.0,80000.0
,2023-01-01,Data Engineer,SE,FT,80000.0,US,US,M,100,USD,80000.0,80000.0
,2023-01-01,Data Engineer,EN,FT,80000.0,US,US,M,0,USD,80000.0,80000.0
,2023-01-01,Data Engineer,EN,FT,80000.0,US,US,M,0,USD,80000.0,80000.0
,2023-01-01,Data Engineer,SE,FT,80000.0,GB,GB,M,100,GBP,98432.0,80000.0
,2023-01-01,Data Engineer,EN,FT,80000.0,US,US,M,0,USD,80000.0,80000.0
,2023-01-01,Data Analyst,MI,FT,80000.0,US,US,M,0,USD,80000.0,80000.0
,2023-01-01,Data Analyst,SE,FT,80000.0,US,US,M,0,USD,80000.0,80000.0
,2023-01-01,Data Analyst,EN,FT,80000.0,US,US,M,100,USD,80000.0,80000.0
,2023-01-01,Data Analyst,MI,FT,80000.0,GB,GB,M,0,GBP,98432.0,80000.0
,2023-01-01,Data Analyst,SE,FT,80000.0,US,US,M,100,USD,80000.0,80000.0
,2023-01-01,Data Analyst,SE,FT,80000.0,US,US,M,0,USD,80000.0,80000.0
,2023-01-01,Data Analyst,MI,FT,80000.0,US,US,M,100,USD,80000.0,80000.0
,2023-01-01,Data Analyst,EX,FT,80000.0,US,US,M,0,USD,80000.0,80000.0
,2023-01-01,Data Engineer,MI,FT,80420.0,US,US,M,0,USD,80420.0,80420.0
,2023-01-01,Business Intelligence Analyst,MI,FT,80505.0,CA,CA,M,0,USD,80505.0,80505.0
,2023-01-01,Business Intelligence Analyst,MI,FT,80750.0,CA,CA,M,0,USD,80750.0,80750.0
,2023-01-01,Data Engineer,MI,FT,82500.0,CA,CA,M,0,USD,82500.0,82500.0
,2023-01-01,Data Analyst,SE,FT,82500.0,US,US,M,100,USD,82500.0,82500.0
,2023-01-01,Data Manager,SE,FT,82500.0,US,US,M,100,USD,82500.0,82500.0
,2023-01-01,Data Engineer,MI,FT,82452.0,US,US,L,0,USD,82452.0,82452.0
,2023-01-01,Data Analyst,EN,FT,82400.0,US,US,M,100,USD,82400.0,82400.0
,2023-01-01,Data Engineer,SE,FT,82365.0,US,US,M,100,USD,82365.0,82365.0
,2023-01-01,Data Scientist,SE,FT,82365.0,US,US,M,0,USD,82365.0,82365.0
,2023-01-01,Data Engineer,SE,FT,82500.0,CA,CA,M,0,USD,82500.0,82500.0
,2023-01-01,Data Scientist,SE,FT,82365.0,US,US,M,0,USD,82365.0,82365.0
,2023-01-01,Data Analyst,SE,FT,82200.0,US,US,M,100,USD,82200.0,82200.0
,2023-01-01,Data Analyst,SE,FT,82000.0,US,US,M,0,USD,82000.0,82000.0
,2023-01-01,Data Operations Analyst,SE,FT,82000.0,US,US,M,0,USD,82000.0,82000.0
,2023-01-01,Data Quality Analyst,SE,FT,82000.0,US,US,M,0,USD,82000.0,82000.0
,2023-01-01,Data Engineer,MI,FT,82000.0,US,US,M,0,USD,82000.0,82000.0
,2023-01-01,Data Quality Analyst,SE,FT,82000.0,US,US,M,0,USD,82000.0,82000.0
,2023-01-01,Data Analyst,SE,FT,81900.0,US,US,M,0,USD,81900.0,81900.0
,2023-01-01,Data Scientist,SE,FT,82365.0,US,US,M,0,USD,82365.0,82365.0
,2023-01-01,Data Analyst,SE,FT,82500.0,US,US,M,0,USD,82500.0,82500.0
,2023-01-01,Data Engineer,SE,FT,82673.0,US,US,M,100,USD,82673.0,82673.0
,2023-01-01,Data Visualization Specialist,EN,FT,82800.0,US,US,M,0,USD,82800.0,82800.0
,2023-01-01,Data Analyst,MI,FT,83500.0,US,US,M,100,USD,83500.0,83500.0
,2023-01-01,Data Analyst,SE,FT,83376.0,GB,GB,M,0,GBP,102586.0,83376.0
,2023-01-01,Business Intelligence Analyst,MI,FT,83339.0,US,US,M,100,USD,83339.0,83339.0
,2023-01-01,Data Analyst,EN,FT,83300.0,US,US,M,0,USD,83300.0,83300.0
,2023-01-01,Machine Learning Engineer,SE,FT,83300.0,GB,GB,M,0,GBP,102492.0,83300.0
,2023-01-01,Data Engineer,SE,FT,83300.0,GB,GB,M,0,GBP,102492.0,83300.0
,2023-01-01,Data Scientist,MI,FT,83280.0,CA,CA,L,100,CAD,61699.0,83280.0
,2023-01-01,Data Scientist,SE,FT,83270.0,US,US,M,100,USD,83270.0,83270.0
,2023-01-01,Product Data Analyst,EN,CT,83200.0,US,US,S,50,USD,83200.0,83200.0
,2023-01-01,Data Analyst,EN,FT,83000.0,US,US,M,0,USD,83000.0,83000.0
,2023-01-01,Data Analyst,EN,FT,83000.0,US,US,M,0,USD,83000.0,83000.0
,2023-01-01,Data Analyst,MI,FT,83000.0,US,US,M,100,USD,83000.0,83000.0
,2023-01-01,Research Analyst,SE,FT,83000.0,US,US,M,100,USD,83000.0,83000.0
,2023-01-01,Data Analyst,SE,FT,83000.0,US,US,M,100,USD,83000.0,83000.0
,2023-01-01,Analytics Engineer,SE,FT,82920.0,US,US,M,100,USD,82920.0,82920.0
,2023-01-01,Data Scientist,MI,FT,82920.0,US,US,M,100,USD,82920.0,82920.0
,2023-01-01,Data Engineer,SE,FT,82900.0,IN,IN,M,0,USD,82900.0,82900.0
,2023-01-01,Data Analyst,SE,FT,81900.0,US,US,M,100,USD,81900.0,81900.0
,2023-01-01,Data Analyst,SE,FT,81900.0,US,US,M,0,USD,81900.0,81900.0
,2023-01-01,Data Specialist,MI,FT,81800.0,US,US,M,0,USD,81800.0,81800.0
,2023-01-01,Data Engineer,MI,FT,81800.0,US,US,M,0,USD,81800.0,81800.0
,2023-01-01,BI Developer,MI,FT,81500.0,US,US,M,0,USD,81500.0,81500.0
,2023-01-01,BI Developer,MI,FT,81500.0,US,US,M,0,USD,81500.0,81500.0
,2023-01-01,Data Engineer,MI,FT,81500.0,US,US,M,0,USD,81500.0,81500.0
,2023-01-01,Data Engineer,MI,FT,81500.0,US,US,M,0,USD,81500.0,81500.0
,2023-01-01,Data Engineer,MI,FT,81500.0,US,US,M,0,USD,81500.0,81500.0
,2023-01-01,Data Engineer,SE,FT,81500.0,US,US,M,0,USD,81500.0,81500.0
,2023-01-01,Data Engineer,SE,FT,81500.0,US,US,M,0,USD,81500.0,81500.0
,2023-01-01,Data Engineer,SE,FT,81500.0,US,US,M,0,USD,81500.0,81500.0
,2023-01-01,Data Engineer,SE,FT,81500.0,US,US,M,0,USD,81500.0,81500.0
,2023-01-01,Data Engineer,SE,FT,81500.0,US,US,M,100,USD,81500.0,81500.0
,2023-01-01,Data Engineer,SE,FT,81500.0,US,US,M,0,USD,81500.0,81500.0
,2023-01-01,Data Engineer,SE,FT,81500.0,US,US,M,0,USD,81500.0,81500.0
,2023-01-01,Research Analyst,EN,FT,81400.0,US,US,M,100,USD,81400.0,81400.0
,2023-01-01,Data Engineer,SE,FT,81000.0,US,US,L,0,USD,81000.0,81000.0
,2023-01-01,Data Analyst,SE,FT,80850.0,US,US,M,0,USD,80850.0,80850.0
,2023-01-01,Data Analyst,EN,FT,80800.0,US,US,M,0,USD,80800.0,80800.0
,2023-01-01,Data Analyst,EN,FT,80800.0,US,US,M,0,USD,80800.0,80800.0
,2023-01-01,BI Developer,MI,FT,81500.0,US,US,M,0,USD,81500.0,81500.0
,2023-01-01,Data Engineer,MI,FT,80000.0,ES,ES,M,100,USD,80000.0,80000.0
,2023-01-01,Data Analyst,EN,FT,81500.0,US,US,M,100,USD,81500.0,81500.0
,2023-01-01,Data Engineer,SE,FT,81500.0,US,US,M,0,USD,81500.0,81500.0
,2023-01-01,Data Engineer,SE,FT,81800.0,US,US,M,0,USD,81800.0,81800.0
,2023-01-01,Data Architect,SE,FT,81800.0,US,US,M,0,USD,81800.0,81800.0
,2023-01-01,Data Engineer,SE,FT,81800.0,US,US,M,0,USD,81800.0,81800.0
,2023-01-01,Data Architect,SE,FT,81800.0,US,US,M,0,USD,81800.0,81800.0
,2023-01-01,Data Analyst,SE,FT,81800.0,US,US,M,0,USD,81800.0,81800.0
,2023-01-01,Data Analyst,SE,FT,81800.0,GB,GB,M,0,USD,81800.0,81800.0
,2023-01-01,Data Analyst,SE,FT,81666.0,US,US,M,100,USD,81666.0,81666.0
,2023-01-01,Data Analyst,SE,FT,81666.0,US,US,M,100,USD,81666.0,81666.0
,2023-01-01,Data Analyst,SE,FT,81666.0,US,US,M,100,USD,81666.0,81666.0
,2023-01-01,Data Analyst,SE,FT,81666.0,US,US,M,100,USD,81666.0,81666.0
,2023-01-01,Data Scientist,SE,FT,81536.0,US,US,M,100,USD,81536.0,81536.0
